src,recv_epoch,qw,qx,qy,qz,roll,pitch,yaw,ax,ay,az,gx,gy,gz
sportmodestate,1790278209.449762,0.9960531,0.00300751044,-0.00257581635,-0.0886724517,0.00644819904,-0.00459794933,-0.177594319,0.0778115541,0.201112941,9.38407326,-0.0170442294,0.0127831716,-0.0127831716
sportmodestate,1790278209.453144,0.996051729,0.00301480992,-0.00258476567,-0.0886869878,0.00646439614,-0.0046143881,-0.177623615,0.0478840321,0.181959331,9.39724159,-0.00852211472,0.00852211472,-0.00745685026
sportmodestate,1790278209.456118,0.996052206,0.00302119832,-0.00259352243,-0.0886810943,0.0064786491,-0.00463073794,-0.177611887,0.0694318488,0.189141929,9.39963627,-0.015978964,0.015978964,-0.0031957929
sportmodestate,1790278209.459538,0.996052265,0.00302973576,-0.00260294089,-0.0886799842,0.00649732305,-0.00464799302,-0.177609757,0.0694318488,0.189141929,9.39963627,-0.0117179072,0.0170442294,-0.00213052868
sportmodestate,1790278209.462719,0.996050596,0.00304149417,-0.00260542752,-0.088698104,0.00652127247,-0.00465074228,-0.17764622,0.0622492433,0.181959331,9.39005947,-0.00958737917,0.018109493,-0.0213052854
sportmodestate,1790278209.466264,0.996049941,0.00304446649,-0.00261253817,-0.0887053609,0.00652848976,-0.00466433261,-0.177660853,0.0454898328,0.190339029,9.40562153,-0.00852211472,0,-0.0106526427
sportmodestate,1790278209.469691,0.996050179,0.00304479734,-0.00261308765,-0.0887024328,0.00652923342,-0.00466538779,-0.177654997,0.0454898328,0.190339029,9.40562153,-0.0170442294,0.0149137005,-0.0031957929
sportmodestate,1790278209.472924,0.996049404,0.0030569497,-0.00260737538,-0.0887110233,0.00655246852,-0.00465179607,-0.177672252,0.0730231553,0.208295554,9.40562153,-0.0106526427,0.00852211472,-0.00532632135
sportmodestate,1790278209.476301,0.996049404,0.00305647636,-0.00260145357,-0.0887111872,0.00655047549,-0.0046400819,-0.17767252,0.0610521436,0.193930343,9.33978081,-0.0117179072,0.0223705508,-0.00426105736
sportmodestate,1790278209.479594,0.996048868,0.00306291832,-0.00260888133,-0.0887165591,0.00656465115,-0.00465370016,-0.177683413,0.0610521436,0.193930343,9.33978081,-0.00532632135,0.00745685026,-0.0031957929
sportmodestate,1790278209.482854,0.996048808,0.00306103262,-0.00261349301,-0.0887174308,0.00656171795,-0.00466321595,-0.177685186,0.0598550439,0.215478152,9.41519833,-0.0127831716,0.00426105736,-0.0127831716
